id,titulo,artista,ano,genero,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,loudness,tempo,duration_ms,popularidade,hit
633,Faixa 0633,Artista 294,2016,trap,0.634,0.873,0.591,0.355,0.0095,0.14,0.237,-9.77,149,241046,85,0
634,Faixa 0634,Artista 241,2011,rock,0.516,0.743,0.335,0.289,0.2135,0.101,0.187,-8.55,141,253563,24,0
635,Faixa 0635,Artista 228,2022,trap,0.647,0.69,0.258,0.388,0.0694,0.272,0.251,-3.86,117,245928,75,0
636,Faixa 0636,Artista 313,2016,funk,0.623,0.559,0.383,0.583,0.4653,0.174,0.132,-9.26,114,238999,41,0
637,Faixa 0637,Artista 148,2018,trap,0.672,0.35,0.718,0.078,0.2737,0.111,0.194,-3.07,120,136564,53,0
638,Faixa 0638,Artista 295,2021,funk,0.529,0.631,0.458,0.513,0.3585,0.132,0.067,-5.66,101,287625,24,0
639,Faixa 0639,Artista 030,2023,mpb,0.566,0.638,0.99,0.251,0.0598,0.083,0.093,-6.75,125,122729,56,0
640,Faixa 0640,Artista 157,2021,pop,0.7,0.676,0.463,0.444,0.0822,0.141,0.186,-5.67,118,243986,80,0
641,Faixa 0641,Artista 134,2017,mpb,0.663,0.483,0.77,0.078,0.1964,0.082,0.214,-6.02,127,195743,54,0
642,Faixa 0642,Artista 050,2013,sertanejo,0.665,0.613,0.635,0.146,0.0336,0.294,0.129,-6.83,81,250287,80,0
643,Faixa 0643,Artista 213,2016,mpb,0.518,0.714,0.584,0.153,0.0691,0.3,0.333,-4.98,102,204221,41,0
644,Faixa 0644,Artista 281,2016,eletronica,0.594,0.612,0.884,0.057,0.0564,0.205,0.193,-3.8,105,158794,100,1
645,Faixa 0645,Artista 274,2014,trap,0.753,0.882,0.416,0.521,0.0071,0.331,0.247,-6.46,97,246528,95,0
646,Faixa 0646,Artista 137,2010,eletronica,0.476,0.358,0.552,0.535,0.0729,0.023,0.02,-7.25,91,169773,29,0
647,Faixa 0647,Artista 132,2023,eletronica,0.551,0.299,0.49,0.663,0.0894,0.051,0.02,-4.81,101,198951,0,0
648,Faixa 0648,Artista 225,2024,eletronica,0.657,0.622,0.435,0.189,0.0286,0.029,0.096,-6.02,129,118511,88,0
649,Faixa 0649,Artista 066,2015,mpb,0.484,0.99,0.235,0.268,0.1974,0.118,0.29,-7.55,98,299168,48,0
650,Faixa 0650,Artista 125,2011,eletronica,0.653,0.882,0.279,0.244,0.0237,0.13,0.258,-6.4,142,200411,90,0
651,Faixa 0651,Artista 215,2024,pop,0.54,0.533,0.299,0.129,0.287,0.271,0.309,-8.82,130,213208,64,0
652,Faixa 0652,Artista 040,2019,eletronica,0.506,0.504,0.584,0.124,0.2049,0.232,0.109,-4.32,131,242364,20,0
653,Faixa 0653,Artista 217,2023,rock,0.636,0.515,0.443,0.734,0.0569,0.08,0.142,-5.22,157,180691,13,0
654,Faixa 0654,Artista 111,2015,mpb,0.651,0.386,0.637,0.453,0.0849,0.128,0.195,-9.37,85,211759,0,0
655,Faixa 0655,Artista 171,2020,sertanejo,0.19,0.37,0.396,0.19,0.0779,0.124,0.296,-7.08,143,143330,0,0
656,Faixa 0656,Artista 069,2019,mpb,0.558,0.56,0.601,0.202,0.2672,0.406,0.312,-6.41,62,264230,38,0
657,Faixa 0657,Artista 339,2017,eletronica,0.662,0.393,0.509,0.197,0.0372,0.1,0.199,-2.63,117,178646,43,0
658,Faixa 0658,Artista 298,2021,rock,0.479,0.729,0.115,0.21,0.7395,0.22,0.425,-5.92,55,106724,10,0
659,Faixa 0659,Artista 310,2024,trap,0.756,0.587,0.437,0.184,0.0617,0.083,0.073,-8.5,108,194503,79,0
660,Faixa 0660,Artista 150,2014,pop,0.423,0.558,0.266,0.169,0.1115,0.217,0.02,-3.79,129,227912,24,0
661,Faixa 0661,Artista 293,2014,rock,0.681,0.551,0.461,0.384,0.3743,0.061,0.153,-9.08,101,163121,51,0
662,Faixa 0662,Artista 267,2012,sertanejo,0.54,0.833,0.269,0.245,0.0925,0.097,0.076,-10.75,136,267599,54,0
663,Faixa 0663,Artista 279,2022,rock,0.682,0.836,0.453,0.217,0.0833,0.328,0.02,-11.63,130,131525,71,0
664,Faixa 0664,Artista 151,2024,funk,0.5,0.552,0.573,0.62,0.1685,0.275,0.096,-4.1,130,153791,0,0
665,Faixa 0665,Artista 194,2011,mpb,0.627,0.691,0.702,0.742,0.2019,0.233,0.207,-8.77,79,85696,34,0
666,Faixa 0666,Artista 154,2016,funk,0.6,0.622,0.548,0.069,0.0297,0.242,0.377,-4.75,119,183262,88,0
667,Faixa 0667,Artista 254,2011,trap,0.59,0.185,0.456,0.217,0.2965,0.176,0.163,-9.26,135,210685,3,0
668,Faixa 0668,Artista 281,2013,eletronica,0.433,0.78,0.528,0.26,0.201,0.034,0.154,-4.53,109,171684,60,0
669,Faixa 0669,Artista 340,2011,pop,0.741,0.728,0.626,0.28,0.4597,0.271,0.056,-6.54,105,150020,55,0
670,Faixa 0670,Artista 122,2016,funk,0.64,0.734,0.214,0.132,0.0484,0.151,0.277,-8.51,168,181672,71,0
671,Faixa 0671,Artista 037,2020,rock,0.602,0.499,0.42,0.669,0.1472,0.182,0.29,-4.61,107,180461,0,0
672,Faixa 0672,Artista 021,2011,trap,0.767,0.397,0.839,0.732,0.0036,0.096,0.035,-10.3,139,256780,64,0
673,Faixa 0673,Artista 023,2022,eletronica,0.847,0.918,0.201,0.291,0.2519,0.185,0.17,-8.26,134,181540,100,1
674,Faixa 0674,Artista 239,2022,rock,0.851,0.458,0.227,0.311,0.1216,0.136,0.267,-4.6,84,267874,84,0
675,Faixa 0675,Artista 251,2023,eletronica,0.779,0.787,0.62,0.174,0.1595,0.203,0.315,-7.64,131,124624,100,1
676,Faixa 0676,Artista 117,2010,trap,0.716,0.504,0.367,0.172,0.2262,0.261,0.045,-4.97,108,238296,32,0
677,Faixa 0677,Artista 304,2019,rock,0.515,0.413,0.399,0.706,0.0892,0.228,0.526,-4.24,135,178665,17,0
678,Faixa 0678,Artista 290,2020,trap,0.673,0.836,0.767,0.06,0.0616,0.149,0.02,-6.72,152,191133,97,0
679,Faixa 0679,Artista 311,2010,funk,0.918,0.801,0.913,0.246,0.202,0.062,0.113,-3.42,98,226259,100,1
680,Faixa 0680,Artista 314,2016,trap,0.414,0.533,0.274,0.398,0.1249,0.148,0.054,-5.37,73,194044,7,0
681,Faixa 0681,Artista 144,2011,trap,0.533,0.507,0.806,0.209,0.0252,0.05,0.447,-7.22,127,214189,64,0
682,Faixa 0682,Artista 036,2019,sertanejo,0.681,0.826,0.571,0.141,0.0321,0.046,0.117,-3.96,150,264778,100,1
683,Faixa 0683,Artista 103,2019,rock,0.695,0.606,0.569,0.444,0.3314,0.024,0.289,-2.25,102,147902,60,0
684,Faixa 0684,Artista 266,2021,eletronica,0.721,0.852,0.578,0.199,0.2445,0.024,0.197,-5.59,158,234793,95,0
685,Faixa 0685,Artista 204,2016,sertanejo,0.637,0.605,0.369,0.357,0.2274,0.057,0.215,-4.57,113,240349,38,0
686,Faixa 0686,Artista 192,2023,trap,0.82,0.598,0.422,0.174,0.1621,0.341,0.297,-7.13,131,254907,97,0
687,Faixa 0687,Artista 125,2013,pop,0.751,0.739,0.582,0.4,0.3539,0.177,0.392,-3.74,135,261195,64,0
688,Faixa 0688,Artista 002,2020,funk,0.79,0.673,0.494,0.735,0.0458,0.06,0.167,-6.91,128,223288,79,0
689,Faixa 0689,Artista 104,2018,sertanejo,0.64,0.722,0.104,0.437,0.1275,0.105,0.28,-6.42,113,181614,67,0
690,Faixa 0690,Artista 013,2024,pop,0.842,0.581,0.527,0.44,0.2354,0.189,0.115,-8.74,71,174048,76,0
691,Faixa 0691,Artista 154,2010,eletronica,0.406,0.557,0.528,0.204,0.1471,0.023,0.159,-6.95,128,250051,24,0
692,Faixa 0692,Artista 139,2010,trap,0.69,0.499,0.45,0.188,0.0846,0.141,0.32,-1.0,112,102716,66,0
693,Faixa 0693,Artista 339,2010,funk,0.658,0.585,0.478,0.139,0.0165,0.297,0.204,-8.09,105,114012,60,0
694,Faixa 0694,Artista 335,2020,sertanejo,0.833,0.625,0.91,0.158,0.1346,0.036,0.453,-4.91,105,170677,100,1
695,Faixa 0695,Artista 304,2010,sertanejo,0.747,0.79,0.867,0.241,0.2911,0.118,0.179,-4.12,103,157113,100,1
696,Faixa 0696,Artista 311,2022,funk,0.44,0.588,0.517,0.433,0.0359,0.337,0.399,-6.4,94,188906,18,0
697,Faixa 0697,Artista 296,2022,funk,0.519,0.99,0.786,0.259,0.2657,0.106,0.17,-5.51,125,219661,91,0
698,Faixa 0698,Artista 090,2010,mpb,0.698,0.834,0.343,0.196,0.1352,0.124,0.065,-4.42,139,189974,52,0
699,Faixa 0699,Artista 179,2017,eletronica,0.873,0.492,0.03,0.282,0.162,0.129,0.1,-6.07,135,169568,63,0
700,Faixa 0700,Artista 207,2019,sertanejo,0.391,0.673,0.619,0.432,0.285,0.061,0.392,-8.78,140,202162,39,0
701,Faixa 0701,Artista 297,2010,eletronica,0.815,0.57,0.866,0.621,0.1007,0.065,0.181,-8.94,93,168939,58,0
702,Faixa 0702,Artista 348,2021,pop,0.726,0.7,0.726,0.339,0.0767,0.266,0.328,-7.14,171,193481,100,1
703,Faixa 0703,Artista 045,2019,sertanejo,0.69,0.533,0.03,0.338,0.2558,0.082,0.209,-12.96,130,237893,10,0
704,Faixa 0704,Artista 209,2011,eletronica,0.486,0.534,0.301,0.519,0.0173,0.127,0.096,-5.39,113,265562,7,0
705,Faixa 0705,Artista 155,2013,rock,0.494,0.607,0.664,0.24,0.2608,0.209,0.216,-5.59,118,180312,23,0
706,Faixa 0706,Artista 305,2016,mpb,0.536,0.508,0.713,0.373,0.1966,0.186,0.087,-9.04,94,253374,20,0
707,Faixa 0707,Artista 060,2020,sertanejo,0.557,0.522,0.632,0.198,0.4571,0.092,0.245,-6.32,125,119412,39,0
708,Faixa 0708,Artista 069,2018,rock,0.657,0.687,0.54,0.209,0.137,0.092,0.233,-11.72,58,168352,35,0
709,Faixa 0709,Artista 180,2019,mpb,0.635,0.457,0.443,0.347,0.0891,0.043,0.081,-10.48,149,272401,42,0
710,Faixa 0710,Artista 065,2012,eletronica,0.408,0.667,0.24,0.504,0.1061,0.146,0.02,-9.41,150,262620,48,0
711,Faixa 0711,Artista 348,2024,mpb,0.593,0.697,0.258,0.106,0.163,0.12,0.131,-4.75,133,209369,31,0
712,Faixa 0712,Artista 232,2011,trap,0.83,0.623,0.209,0.204,0.0884,0.096,0.539,-9.02,146,212995,86,0
713,Faixa 0713,Artista 141,2020,rock,0.761,0.642,0.813,0.324,0.1148,0.143,0.418,-9.88,86,201720,60,0
714,Faixa 0714,Artista 286,2023,funk,0.655,0.48,0.32,0.506,0.0431,0.16,0.161,-4.64,101,155325,50,0
715,Faixa 0715,Artista 185,2022,trap,0.506,0.27,0.358,0.211,0.0987,0.137,0.201,-11.61,106,117455,0,0
716,Faixa 0716,Artista 306,2022,sertanejo,0.898,0.701,0.422,0.321,0.2047,0.07,0.058,-7.44,124,268559,100,1
717,Faixa 0717,Artista 170,2020,trap,0.62,0.493,0.602,0.32,0.2665,0.127,0.074,-6.93,137,212814,38,0
718,Faixa 0718,Artista 202,2019,eletronica,0.585,0.585,0.378,0.266,0.2846,0.079,0.039,-3.88,108,258649,83,0
719,Faixa 0719,Artista 054,2015,rock,0.644,0.544,0.052,0.251,0.0385,0.127,0.127,-10.31,80,152866,42,0
720,Faixa 0720,Artista 147,2010,funk,0.73,0.423,0.256,0.21,0.6349,0.294,0.106,-9.46,135,183826,14,0
721,Faixa 0721,Artista 058,2022,pop,0.755,0.744,0.214,0.098,0.0789,0.181,0.3,-7.82,109,202065,100,1
722,Faixa 0722,Artista 330,2018,pop,0.695,0.481,0.692,0.189,0.14,0.129,0.4,-2.05,122,161407,54,0
723,Faixa 0723,Artista 015,2014,trap,0.607,0.927,0.81,0.506,0.0937,0.064,0.034,-3.19,162,193187,83,0
724,Faixa 0724,Artista 064,2022,eletronica,0.806,0.742,0.457,0.194,0.0606,0.04,0.366,-2.88,142,183586,100,1
725,Faixa 0725,Artista 221,2018,eletronica,0.657,0.429,0.609,0.381,0.0581,0.07,0.431,-5.75,140,157877,44,0
726,Faixa 0726,Artista 053,2020,eletronica,0.868,0.505,0.39,0.269,0.0739,0.113,0.069,-9.07,116,126530,73,0
727,Faixa 0727,Artista 030,2010,trap,0.888,0.62,0.398,0.227,0.0849,0.197,0.17,-10.37,123,243490,85,0
728,Faixa 0728,Artista 244,2013,mpb,0.427,0.674,0.672,0.627,0.1026,0.162,0.449,-6.66,122,183600,15,0
729,Faixa 0729,Artista 319,2010,trap,0.381,0.759,0.566,0.378,0.0374,0.149,0.155,-6.83,111,203594,42,0
730,Faixa 0730,Artista 292,2010,mpb,0.811,0.336,0.518,0.405,0.329,0.428,0.289,-6.73,111,142409,30,0
731,Faixa 0731,Artista 175,2023,eletronica,0.591,0.672,0.713,0.36,0.0156,0.032,0.071,-6.83,82,206800,65,0
732,Faixa 0732,Artista 115,2010,eletronica,0.671,0.847,0.273,0.294,0.0804,0.111,0.192,-8.81,143,244112,37,0
733,Faixa 0733,Artista 273,2011,trap,0.769,0.842,0.646,0.26,0.1419,0.236,0.198,-11.98,148,240255,67,0
734,Faixa 0734,Artista 163,2022,eletronica,0.446,0.697,0.402,0.447,0.2706,0.164,0.275,-7.55,132,192349,23,0
735,Faixa 0735,Artista 052,2015,eletronica,0.815,0.753,0.76,0.175,0.1561,0.086,0.02,-4.92,174,231996,100,1
736,Faixa 0736,Artista 227,2015,trap,0.591,0.477,0.743,0.159,0.0594,0.093,0.144,-1.0,62,196126,67,0
737,Faixa 0737,Artista 258,2022,eletronica,0.494,0.441,0.457,0.212,0.0845,0.148,0.083,-9.9,156,295627,17,0
738,Faixa 0738,Artista 151,2023,sertanejo,0.62,0.801,0.533,0.189,0.1594,0.175,0.263,-7.6,154,185172,66,0
739,Faixa 0739,Artista 097,2020,pop,0.582,0.602,0.386,0.359,0.0515,0.326,0.112,-5.81,132,224308,67,0
740,Faixa 0740,Artista 113,2016,funk,0.956,0.69,0.096,0.149,0.0392,0.141,0.163,-4.24,73,151181,100,1
741,Faixa 0741,Artista 132,2024,mpb,0.664,0.342,0.678,0.394,0.1507,0.197,0.176,-6.36,117,229113,30,0
742,Faixa 0742,Artista 042,2015,funk,0.246,0.686,0.432,0.109,0.3382,0.03,0.469,-11.48,146,175948,19,0
743,Faixa 0743,Artista 310,2021,rock,0.563,0.734,0.404,0.167,0.0489,0.154,0.099,-5.82,111,120411,62,0
744,Faixa 0744,Artista 279,2022,eletronica,0.759,0.541,0.697,0.37,0.107,0.362,0.182,-8.58,132,179340,47,0
745,Faixa 0745,Artista 038,2019,trap,0.582,0.542,0.403,0.157,0.0515,0.022,0.305,-3.27,89,233734,43,0
746,Faixa 0746,Artista 107,2024,rock,0.99,0.71,0.629,0.202,0.0095,0.184,0.198,-8.49,182,252890,100,1
747,Faixa 0747,Artista 323,2020,pop,0.599,0.522,0.33,0.301,0.239,0.239,0.021,-8.84,102,224312,60,0
748,Faixa 0748,Artista 044,2019,sertanejo,0.818,0.498,0.425,0.153,0.0282,0.094,0.245,-7.47,81,238363,87,0
749,Faixa 0749,Artista 262,2015,rock,0.464,0.332,0.73,0.195,0.0057,0.07,0.167,-7.04,121,171785,8,0
750,Faixa 0750,Artista 036,2023,trap,0.633,0.753,0.571,0.105,0.1031,0.02,0.167,-1.73,55,139308,76,0
751,Faixa 0751,Artista 173,2011,funk,0.42,0.99,0.89,0.418,0.1011,0.066,0.306,-8.7,117,138806,74,0
752,Faixa 0752,Artista 317,2019,trap,0.828,0.591,0.346,0.159,0.0451,0.254,0.043,-8.01,122,189785,100,1
753,Faixa 0753,Artista 093,2016,rock,0.42,0.96,0.66,0.185,0.2215,0.083,0.203,-4.43,122,304067,55,0
754,Faixa 0754,Artista 231,2016,eletronica,0.443,0.379,0.303,0.168,0.1619,0.02,0.155,-10.09,115,181226,14,0
755,Faixa 0755,Artista 046,2017,sertanejo,0.99,0.851,0.204,0.195,0.2232,0.14,0.076,-4.12,118,182881,100,1
756,Faixa 0756,Artista 040,2022,rock,0.422,0.632,0.244,0.262,0.1164,0.143,0.158,-3.94,129,221547,10,0
757,Faixa 0757,Artista 274,2011,mpb,0.632,0.586,0.467,0.16,0.1204,0.242,0.106,-7.92,136,208321,43,0
758,Faixa 0758,Artista 274,2024,mpb,0.429,0.454,0.376,0.128,0.0854,0.197,0.239,-10.05,112,117049,18,0
759,Faixa 0759,Artista 211,2014,sertanejo,0.792,0.951,0.03,0.081,0.0994,0.111,0.311,-2.1,105,131112,96,0
760,Faixa 0760,Artista 346,2021,pop,0.426,0.529,0.575,0.092,0.2012,0.052,0.139,-5.69,80,178789,35,0
761,Faixa 0761,Artista 171,2024,eletronica,0.825,0.712,0.213,0.183,0.1417,0.02,0.022,-10.6,129,252628,82,0
762,Faixa 0762,Artista 126,2011,rock,0.721,0.653,0.449,0.209,0.0628,0.057,0.146,-3.61,157,228588,57,0
763,Faixa 0763,Artista 045,2014,mpb,0.709,0.556,0.468,0.067,0.1735,0.293,0.084,-9.72,116,222442,76,0
764,Faixa 0764,Artista 196,2011,funk,0.711,0.365,0.421,0.046,0.2239,0.21,0.107,-9.21,102,132866,64,0
765,Faixa 0765,Artista 316,2024,rock,0.567,0.628,0.378,0.046,0.0687,0.247,0.087,-6.13,62,214335,22,0
766,Faixa 0766,Artista 119,2013,pop,0.472,0.92,0.582,0.414,0.3184,0.088,0.255,-9.75,115,143926,47,0
767,Faixa 0767,Artista 171,2012,sertanejo,0.542,0.72,0.826,0.165,0.1492,0.2,0.19,-9.25,155,105908,63,0
768,Faixa 0768,Artista 037,2010,rock,0.591,0.712,0.03,0.162,0.011,0.206,0.084,-10.61,146,312603,48,0
769,Faixa 0769,Artista 198,2018,mpb,0.661,0.642,0.28,0.201,0.0633,0.02,0.171,-10.24,149,159595,51,0
770,Faixa 0770,Artista 177,2015,rock,0.36,0.516,0.671,0.154,0.1624,0.365,0.135,-6.12,140,196649,27,0
771,Faixa 0771,Artista 184,2022,rock,0.543,0.798,0.378,0.371,0.1156,0.034,0.152,-3.23,122,130600,69,0
772,Faixa 0772,Artista 022,2023,mpb,0.402,0.709,0.211,0.552,0.0848,0.118,0.572,-5.07,138,190822,0,0
773,Faixa 0773,Artista 081,2013,sertanejo,0.662,0.562,0.683,0.194,0.1208,0.059,0.343,-10.29,120,286438,80,0
774,Faixa 0774,Artista 251,2024,funk,0.759,0.423,0.738,0.163,0.0993,0.073,0.034,-4.12,124,139120,87,0
775,Faixa 0775,Artista 154,2013,rock,0.603,0.405,0.422,0.216,0.1881,0.16,0.058,-4.63,118,182636,31,0
776,Faixa 0776,Artista 182,2011,trap,0.666,0.751,0.362,0.252,0.1869,0.126,0.576,-3.34,73,223691,66,0
777,Faixa 0777,Artista 155,2015,rock,0.458,0.498,0.707,0.376,0.0784,0.083,0.028,-2.77,155,230218,25,0
778,Faixa 0778,Artista 015,2016,sertanejo,0.645,0.557,0.443,0.267,0.1299,0.081,0.246,-1.0,103,208937,80,0
779,Faixa 0779,Artista 065,2011,pop,0.61,0.564,0.747,0.142,0.1224,0.083,0.227,-7.13,98,173978,67,0
780,Faixa 0780,Artista 070,2020,pop,0.99,0.845,0.364,0.034,0.2212,0.122,0.131,-7.12,189,226116,100,1
781,Faixa 0781,Artista 086,2019,funk,0.398,0.549,0.421,0.262,0.1085,0.131,0.211,-7.18,124,178659,41,0
782,Faixa 0782,Artista 335,2019,eletronica,0.6,0.851,0.523,0.22,0.1409,0.094,0.2,-4.6,112,217668,92,0
783,Faixa 0783,Artista 305,2012,rock,0.851,0.645,0.071,0.29,0.1299,0.271,0.324,-1.0,114,255609,82,0
784,Faixa 0784,Artista 188,2011,pop,0.541,0.573,0.589,0.161,0.0521,0.053,0.137,-5.07,122,227318,32,0
785,Faixa 0785,Artista 218,2018,sertanejo,0.575,0.585,0.431,0.306,0.0016,0.213,0.24,-5.86,133,226911,29,0
786,Faixa 0786,Artista 283,2017,eletronica,0.648,0.741,0.57,0.543,0.0296,0.168,0.513,-11.47,136,203137,52,0
787,Faixa 0787,Artista 242,2017,trap,0.649,0.527,0.313,0.473,0.1053,0.102,0.173,-3.72,165,257267,46,0
788,Faixa 0788,Artista 319,2016,sertanejo,0.632,0.758,0.429,0.204,0.2837,0.043,0.038,-6.1,149,163013,82,0
789,Faixa 0789,Artista 231,2011,eletronica,0.336,0.731,0.423,0.371,0.1312,0.104,0.255,-4.61,91,185480,37,0
790,Faixa 0790,Artista 286,2014,sertanejo,0.746,0.687,0.36,0.051,0.0259,0.092,0.22,-3.15,128,198063,88,0
791,Faixa 0791,Artista 020,2010,mpb,0.379,0.629,0.579,0.338,0.0434,0.172,0.239,-7.59,136,171986,57,0
792,Faixa 0792,Artista 345,2018,sertanejo,0.748,0.879,0.279,0.424,0.1057,0.268,0.265,-5.26,117,268701,97,0
793,Faixa 0793,Artista 285,2022,mpb,0.591,0.466,0.584,0.623,0.0825,0.066,0.664,-5.58,112,80000,39,0
794,Faixa 0794,Artista 069,2016,funk,0.537,0.85,0.772,0.458,0.1528,0.083,0.324,-8.6,100,275890,61,0
795,Faixa 0795,Artista 343,2020,rock,0.427,0.976,0.333,0.427,0.0063,0.068,0.149,-11.0,65,200043,35,0
796,Faixa 0796,Artista 191,2021,sertanejo,0.638,0.99,0.613,0.088,0.3251,0.162,0.052,-4.31,67,260320,100,1
797,Faixa 0797,Artista 213,2012,rock,0.416,0.556,0.414,0.105,0.0954,0.026,0.389,-7.23,120,131090,30,0
798,Faixa 0798,Artista 284,2011,funk,0.516,0.468,0.305,0.289,0.109,0.034,0.034,-4.46,151,180157,15,0
799,Faixa 0799,Artista 004,2015,trap,0.543,0.627,0.507,0.127,0.3513,0.393,0.314,-9.84,112,159455,60,0
800,Faixa 0800,Artista 150,2016,pop,0.31,0.558,0.925,0.225,0.1991,0.106,0.087,-2.06,117,241850,85,0
801,Faixa 0801,Artista 297,2015,trap,0.58,0.365,0.84,0.514,0.1102,0.078,0.117,-5.14,98,187462,30,0
802,Faixa 0802,Artista 095,2016,rock,0.717,0.573,0.405,0.267,0.1158,0.126,0.113,-5.04,137,251076,17,0
803,Faixa 0803,Artista 031,2022,rock,0.728,0.282,0.648,0.144,0.2076,0.081,0.221,-10.48,139,205649,4,0
804,Faixa 0804,Artista 318,2010,mpb,0.773,0.822,0.55,0.346,0.0057,0.051,0.229,-3.38,145,236239,84,0
805,Faixa 0805,Artista 294,2024,sertanejo,0.724,0.679,0.889,0.176,0.4631,0.249,0.347,-6.46,125,177440,100,1
806,Faixa 0806,Artista 345,2018,sertanejo,0.439,0.504,0.319,0.253,0.3309,0.315,0.235,-2.3,146,200784,0,0
807,Faixa 0807,Artista 204,2021,pop,0.517,0.586,0.323,0.668,0.0785,0.164,0.1,-5.44,150,124209,47,0
808,Faixa 0808,Artista 075,2020,mpb,0.513,0.707,0.277,0.258,0.174,0.02,0.215,-5.91,130,126571,57,0
809,Faixa 0809,Artista 087,2014,trap,0.791,0.587,0.316,0.315,0.2244,0.25,0.098,-4.78,147,197417,86,0
810,Faixa 0810,Artista 142,2014,pop,0.521,0.625,0.99,0.249,0.1326,0.246,0.162,-2.31,143,157284,53,0
811,Faixa 0811,Artista 046,2010,eletronica,0.527,0.647,0.627,0.318,0.0948,0.136,0.267,-2.17,120,226674,40,0
812,Faixa 0812,Artista 132,2013,mpb,0.777,0.818,0.694,0.35,0.2308,0.077,0.131,-8.93,125,162257,79,0
813,Faixa 0813,Artista 032,2011,mpb,0.386,0.571,0.068,0.224,0.0835,0.156,0.113,-6.41,56,299363,31,0
814,Faixa 0814,Artista 084,2022,sertanejo,0.333,0.805,0.093,0.645,0.0699,0.19,0.334,-5.36,94,144714,2,0
815,Faixa 0815,Artista 095,2015,rock,0.61,0.796,0.487,0.127,0.1252,0.111,0.569,-8.24,116,170297,23,0
816,Faixa 0816,Artista 176,2014,sertanejo,0.772,0.778,0.664,0.229,0.0955,0.148,0.173,-6.37,70,288355,96,0
817,Faixa 0817,Artista 326,2022,pop,0.622,0.693,0.359,0.302,0.0828,0.171,0.236,-3.54,92,167265,96,0
818,Faixa 0818,Artista 242,2011,pop,0.404,0.61,0.34,0.401,0.0194,0.207,0.114,-13.17,146,171312,35,0
819,Faixa 0819,Artista 221,2017,rock,0.639,0.51,0.279,0.524,0.2035,0.215,0.178,-4.32,127,172791,46,0
820,Faixa 0820,Artista 001,2015,funk,0.661,0.297,0.649,0.056,0.2406,0.197,0.113,-10.31,150,235991,39,0
821,Faixa 0821,Artista 005,2017,eletronica,0.587,0.213,0.652,0.407,0.0925,0.02,0.244,-4.56,114,188978,28,0
822,Faixa 0822,Artista 157,2019,trap,0.464,0.439,0.509,0.279,0.0836,0.239,0.17,-9.44,116,240935,20,0
823,Faixa 0823,Artista 107,2022,funk,0.777,0.618,0.517,0.091,0.0707,0.085,0.183,-11.46,132,168233,85,0
824,Faixa 0824,Artista 135,2019,eletronica,0.746,0.594,0.162,0.222,0.2582,0.273,0.286,-8.14,116,241916,62,0
825,Faixa 0825,Artista 312,2019,rock,0.591,0.547,0.825,0.158,0.0614,0.242,0.322,-5.03,98,219349,34,0
826,Faixa 0826,Artista 207,2011,mpb,0.743,0.219,0.941,0.234,0.0316,0.096,0.148,-5.18,114,205290,59,0
827,Faixa 0827,Artista 228,2019,sertanejo,0.625,0.499,0.699,0.301,0.216,0.063,0.129,-9.21,154,295185,80,0
828,Faixa 0828,Artista 029,2020,sertanejo,0.489,0.449,0.659,0.274,0.19,0.055,0.515,-8.26,104,168419,9,0
829,Faixa 0829,Artista 099,2011,rock,0.417,0.921,0.621,0.321,0.0166,0.053,0.165,-8.58,89,207566,25,0
830,Faixa 0830,Artista 075,2021,mpb,0.899,0.495,0.075,0.154,0.0325,0.08,0.173,-6.32,89,117807,68,0
831,Faixa 0831,Artista 020,2016,eletronica,0.73,0.605,0.99,0.536,0.1756,0.138,0.108,-7.09,125,186326,74,0
832,Faixa 0832,Artista 296,2011,eletronica,0.568,0.606,0.69,0.072,0.0988,0.08,0.271,-6.53,145,164950,47,0
833,Faixa 0833,Artista 308,2022,mpb,0.813,0.663,0.733,0.323,0.0158,0.099,0.037,-11.16,167,251905,74,0
834,Faixa 0834,Artista 147,2022,sertanejo,0.624,0.618,0.533,0.735,0.1559,0.196,0.328,-9.8,134,201041,29,0
835,Faixa 0835,Artista 235,2020,mpb,0.447,0.496,0.653,0.201,0.344,0.034,0.216,-7.39,148,218615,0,0
836,Faixa 0836,Artista 045,2021,eletronica,0.723,0.553,0.644,0.045,0.0754,0.069,0.108,-5.53,95,241558,100,1
837,Faixa 0837,Artista 185,2021,trap,0.75,0.55,0.79,0.172,0.1079,0.176,0.192,-3.71,139,191876,100,1
838,Faixa 0838,Artista 043,2019,sertanejo,0.642,0.535,0.692,0.143,0.0607,0.094,0.11,-8.65,106,143585,61,0
839,Faixa 0839,Artista 339,2012,eletronica,0.554,0.546,0.051,0.443,0.2849,0.271,0.168,-1.07,88,151419,18,0
840,Faixa 0840,Artista 142,2020,pop,0.52,0.77,0.879,0.284,0.1773,0.067,0.542,-5.14,97,175936,81,0
841,Faixa 0841,Artista 080,2018,mpb,0.689,0.99,0.431,0.285,0.4435,0.142,0.237,-7.47,177,173090,55,0
842,Faixa 0842,Artista 104,2012,mpb,0.538,0.67,0.625,0.647,0.0034,0.148,0.073,-8.72,108,234044,46,0
843,Faixa 0843,Artista 046,2014,sertanejo,0.629,0.677,0.507,0.584,0.0162,0.329,0.485,-10.14,90,242989,41,0
